Age,Gender,MaritalStatus,IncomeLevel,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,MonthYear,ChurnStatus,IncomeLevelClass
19.0,M,Divorced,High,2022-01-24,Inquiry,Resolved,2023-04-23,16.0,Online Banking,164.36,Groceries,2022-07,0.0,3
24.0,M,Divorced,Low,2022-07-27,Complaint,Resolved,2023-11-09,38.0,Website,125.27,Clothing,2022-10,0.0,1
60.0,M,Married,High,2022-07-29,Feedback,Unresolved,2023-09-20,23.0,Online Banking,197.6,Furniture,2022-03,0.0,3
66.0,M,Widowed,Medium,2022-08-29,Complaint,Unresolved,2023-02-07,37.0,Online Banking,9.19,Groceries,2022-07,1.0,2
48.0,F,Widowed,Medium,2022-07-29,Feedback,Resolved,2023-01-06,37.0,Website,452.17,Groceries,2022-04,0.0,2
34.0,F,Widowed,High,2022-05-24,Complaint,Unresolved,2023-12-16,28.0,Mobile App,144.41,Electronics,2022-12,0.0,3
44.0,M,Single,Low,2022-04-27,Complaint,Unresolved,2023-10-04,14.0,Mobile App,391.62,Clothing,2022-11,1.0,1
53.0,F,Divorced,Low,2022-09-22,Feedback,Resolved,2023-04-04,4.0,Mobile App,275.83,Clothing,2022-03,0.0,1
67.0,F,Widowed,Medium,2022-08-04,Inquiry,Resolved,2023-09-24,39.0,Website,293.81,Clothing,2022-07,0.0,2
60.0,F,Widowed,Medium,2022-11-02,Complaint,Unresolved,2023-11-03,33.0,Website,107.63,Groceries,2022-05,0.0,2
27.0,F,Divorced,High,2022-06-16,Feedback,Resolved,2023-09-10,31.0,Website,280.78,Furniture,2022-07,0.0,3
62.0,F,Divorced,Low,2022-04-14,Feedback,Unresolved,2023-08-14,13.0,Online Banking,48.02,Books,2022-12,0.0,1
31.0,M,Widowed,High,2022-01-09,Inquiry,Resolved,2023-08-10,36.0,Mobile App,472.13,Electronics,2022-10,0.0,3
24.0,F,Married,Medium,2022-07-11,Complaint,Resolved,2023-01-11,10.0,Mobile App,462.52,Clothing,2022-08,0.0,2
56.0,M,Married,Medium,2022-09-14,Feedback,Resolved,2023-07-02,47.0,Online Banking,148.39,Clothing,2022-10,0.0,2
57.0,F,Married,High,2022-01-27,Complaint,Resolved,2023-05-26,31.0,Website,224.36,Clothing,2022-01,0.0,3
26.0,M,Married,Low,2022-09-25,Complaint,Resolved,2023-12-16,26.0,Mobile App,222.98,Groceries,2022-08,0.0,1
31.0,M,Single,Medium,2022-08-07,Complaint,Unresolved,2023-12-03,14.0,Mobile App,463.89,Electronics,2022-03,1.0,2
25.0,F,Married,Medium,2022-03-21,Complaint,Unresolved,2023-11-09,4.0,Mobile App,55.81,Groceries,2022-09,0.0,2
34.0,M,Widowed,Low,2022-05-21,Complaint,Resolved,2023-03-18,33.0,Online Banking,276.11,Electronics,2022-06,0.0,1
40.0,F,Widowed,Medium,2022-09-25,Feedback,Unresolved,2023-09-18,47.0,Website,177.45,Groceries,2022-07,0.0,2
33.0,M,Widowed,Low,2022-10-28,Feedback,Unresolved,2023-09-20,13.0,Website,168.1,Electronics,2022-03,0.0,1
43.0,M,Married,Low,2022-09-26,Inquiry,Unresolved,2023-04-20,48.0,Website,480.04,Clothing,2022-10,0.0,1
26.0,F,Divorced,Medium,2022-09-09,Feedback,Unresolved,2023-02-20,41.0,Online Banking,330.59,Furniture,2022-04,0.0,2
53.0,M,Widowed,High,2022-04-26,Inquiry,Unresolved,2023-02-19,34.0,Online Banking,137.12,Books,2022-12,0.0,3
24.0,F,Married,Medium,2022-07-07,Feedback,Resolved,2023-10-28,43.0,Mobile App,271.07,Clothing,2022-11,1.0,2
35.0,M,Single,Medium,2022-02-09,Inquiry,Resolved,2023-06-20,35.0,Mobile App,266.03,Furniture,2022-06,0.0,2
25.0,F,Single,Medium,2022-03-27,Feedback,Unresolved,2023-06-08,28.0,Website,433.71,Clothing,2022-08,0.0,2
38.0,M,Widowed,Medium,2022-04-27,Complaint,Unresolved,2023-12-06,31.0,Mobile App,115.5,Groceries,2022-01,0.0,2
43.0,M,Divorced,High,2022-10-05,Complaint,Unresolved,2023-05-27,30.0,Online Banking,6.53,Books,2022-04,0.0,3
20.0,F,Single,High,2022-10-07,Inquiry,Resolved,2023-10-13,32.0,Mobile App,32.66,Electronics,2022-04,0.0,3
34.0,F,Married,High,2022-08-07,Feedback,Resolved,2023-12-01,13.0,Website,179.38,Books,2022-07,0.0,3
68.0,M,Married,Low,2022-03-01,Complaint,Resolved,2023-09-08,41.0,Mobile App,116.1,Clothing,2022-04,0.0,1
63.0,F,Single,High,2022-05-09,Complaint,Unresolved,2023-05-11,34.0,Mobile App,384.82,Furniture,2022-10,0.0,3
41.0,M,Widowed,Low,2022-02-06,Feedback,Resolved,2023-09-08,8.0,Website,8.02,Furniture,2022-03,1.0,1
42.0,M,Widowed,Medium,2022-06-16,Inquiry,Unresolved,2023-07-13,42.0,Mobile App,32.98,Books,2022-08,0.0,2
22.0,M,Single,High,2022-11-25,Inquiry,Unresolved,2023-10-18,25.0,Online Banking,486.45,Books,2022-02,0.0,3
54.0,F,Married,High,2022-03-17,Complaint,Resolved,2023-04-20,33.0,Online Banking,80.42,Clothing,2022-04,0.0,3
62.0,F,Divorced,High,2022-08-11,Feedback,Resolved,2023-07-13,10.0,Online Banking,483.91,Groceries,2022-01,0.0,3
67.0,F,Married,High,2022-12-14,Inquiry,Resolved,2023-12-23,40.0,Website,287.91,Groceries,2022-09,0.0,3
41.0,M,Divorced,High,2022-07-01,Complaint,Resolved,2023-11-22,34.0,Mobile App,396.47,Groceries,2022-08,0.0,3
48.0,M,Divorced,Medium,2022-09-06,Feedback,Unresolved,2023-06-14,44.0,Website,432.99,Electronics,2022-12,0.0,2
43.0,M,Single,High,2022-07-08,Complaint,Resolved,2023-01-10,33.0,Website,78.22,Groceries,2022-08,0.0,3
38.0,F,Widowed,Low,2022-10-23,Complaint,Unresolved,2023-03-13,5.0,Mobile App,187.74,Clothing,2022-09,0.0,1
51.0,M,Divorced,Low,2022-05-04,Feedback,Unresolved,2023-02-24,45.0,Online Banking,407.1,Furniture,2022-06,0.0,1
55.0,F,Married,High,2022-12-14,Inquiry,Resolved,2023-07-15,27.0,Online Banking,74.37,Furniture,2022-10,0.0,3
41.0,F,Widowed,Low,2022-04-24,Feedback,Resolved,2023-04-09,8.0,Online Banking,400.48,Books,2022-07,1.0,1
45.0,F,Widowed,High,2022-09-30,Feedback,Unresolved,2023-04-17,7.0,Online Banking,43.8,Books,2022-10,0.0,3
47.0,F,Married,Medium,2022-03-04,Feedback,Resolved,2023-12-11,22.0,Website,359.19,Groceries,2022-11,0.0,2
51.0,F,Single,Low,2022-07-18,Complaint,Resolved,2023-11-14,46.0,Website,182.01,Electronics,2022-12,0.0,1
69.0,M,Widowed,High,2022-06-03,Feedback,Unresolved,2023-06-25,28.0,Online Banking,138.08,Groceries,2022-06,1.0,3
69.0,M,Divorced,Low,2022-12-03,Feedback,Resolved,2023-12-17,9.0,Website,124.99,Books,2022-11,0.0,1
40.0,M,Married,High,2022-04-09,Complaint,Resolved,2023-12-23,31.0,Online Banking,296.87,Furniture,2022-12,0.0,3
25.0,M,Divorced,Low,2022-02-20,Inquiry,Unresolved,2023-10-24,4.0,Mobile App,386.49,Furniture,2022-05,1.0,1
59.0,F,Married,Medium,2022-06-28,Complaint,Unresolved,2023-06-09,5.0,Website,430.25,Electronics,2022-07,1.0,2
67.0,F,Married,Low,2022-10-27,Feedback,Unresolved,2023-01-10,13.0,Mobile App,123.78,Furniture,2022-02,0.0,1
27.0,F,Widowed,Low,2022-05-06,Inquiry,Resolved,2023-12-30,6.0,Mobile App,229.9,Groceries,2022-08,0.0,1
18.0,M,Married,Low,2022-11-19,Complaint,Unresolved,2023-01-17,23.0,Online Banking,323.59,Clothing,2022-11,0.0,1
37.0,M,Widowed,Low,2022-10-22,Inquiry,Resolved,2023-03-15,47.0,Online Banking,161.84,Electronics,2022-08,0.0,1
54.0,F,Married,High,2022-07-27,Feedback,Unresolved,2023-05-08,35.0,Mobile App,398.53,Furniture,2022-09,0.0,3
35.0,M,Widowed,Medium,2022-12-24,Inquiry,Resolved,2023-01-30,34.0,Mobile App,155.12,Furniture,2022-04,0.0,2
38.0,M,Widowed,Medium,2022-04-19,Inquiry,Unresolved,2023-11-20,38.0,Online Banking,134.58,Groceries,2022-01,0.0,2
66.0,M,Single,Low,2022-11-23,Feedback,Resolved,2023-07-16,34.0,Mobile App,243.02,Electronics,2022-11,1.0,1
21.0,F,Widowed,Low,2022-04-22,Inquiry,Unresolved,2023-09-03,11.0,Website,286.81,Clothing,2022-06,0.0,1
60.0,M,Widowed,Medium,2022-05-21,Complaint,Unresolved,2023-06-09,6.0,Website,87.76,Books,2022-09,1.0,2
19.0,F,Widowed,Medium,2022-10-11,Inquiry,Resolved,2023-07-19,32.0,Website,141.59,Electronics,2022-11,0.0,2
38.0,M,Single,Medium,2022-07-27,Complaint,Unresolved,2023-01-25,35.0,Website,23.13,Books,2022-01,1.0,2
54.0,F,Divorced,Medium,2022-06-18,Complaint,Unresolved,2023-03-23,34.0,Mobile App,475.22,Groceries,2022-05,0.0,2
22.0,M,Divorced,Low,2022-04-17,Complaint,Resolved,2023-04-13,43.0,Mobile App,192.43,Clothing,2022-03,0.0,1
34.0,M,Single,Medium,2022-07-30,Feedback,Resolved,2023-09-15,28.0,Mobile App,147.43,Electronics,2022-10,0.0,2
66.0,F,Widowed,Low,2022-03-20,Complaint,Unresolved,2023-08-18,5.0,Online Banking,51.54,Groceries,2022-11,0.0,1
65.0,F,Widowed,Low,2022-03-20,Complaint,Unresolved,2023-10-11,34.0,Mobile App,370.31,Clothing,2022-12,0.0,1
28.0,F,Married,Medium,2022-08-07,Feedback,Unresolved,2023-06-14,33.0,Mobile App,271.57,Groceries,2022-11,1.0,2
63.0,M,Divorced,High,2022-04-24,Feedback,Unresolved,2023-11-23,12.0,Online Banking,453.32,Groceries,2022-02,0.0,3
58.0,F,Widowed,Low,2022-07-29,Feedback,Unresolved,2023-02-28,40.0,Online Banking,13.36,Clothing,2022-09,0.0,1
48.0,M,Widowed,Medium,2022-01-14,Feedback,Unresolved,2023-11-30,44.0,Website,492.35,Groceries,2022-06,1.0,2
45.0,F,Divorced,Low,2022-01-24,Feedback,Unresolved,2023-01-06,38.0,Online Banking,132.38,Clothing,2022-03,0.0,1
61.0,M,Widowed,High,2022-07-23,Inquiry,Unresolved,2023-08-29,44.0,Online Banking,413.93,Electronics,2022-02,0.0,3
49.0,M,Single,Medium,2022-04-18,Feedback,Resolved,2023-10-08,12.0,Mobile App,119.17,Furniture,2022-11,0.0,2
38.0,M,Widowed,Low,2022-07-01,Inquiry,Unresolved,2023-01-07,37.0,Online Banking,481.44,Groceries,2022-10,0.0,1
24.0,F,Widowed,High,2022-02-02,Inquiry,Unresolved,2023-12-29,1.0,Website,455.56,Electronics,2022-11,0.0,3
27.0,M,Divorced,High,2022-03-19,Feedback,Unresolved,2023-08-30,40.0,Mobile App,427.48,Groceries,2022-12,0.0,3
45.0,F,Single,Low,2022-06-26,Complaint,Resolved,2023-06-28,5.0,Website,436.92,Clothing,2022-10,1.0,1
65.0,M,Married,Medium,2022-01-19,Inquiry,Unresolved,2023-11-30,2.0,Mobile App,469.32,Furniture,2022-07,0.0,2
53.0,M,Divorced,Medium,2022-08-08,Inquiry,Unresolved,2023-11-22,46.0,Online Banking,230.4,Electronics,2022-01,0.0,2
37.0,M,Married,Low,2022-06-15,Complaint,Resolved,2023-04-15,25.0,Online Banking,88.35,Books,2022-05,0.0,1
30.0,M,Married,High,2022-06-29,Complaint,Resolved,2023-09-20,38.0,Mobile App,149.95,Electronics,2022-02,0.0,3
36.0,F,Single,High,2022-10-17,Inquiry,Resolved,2023-12-07,25.0,Website,306.25,Furniture,2022-03,0.0,3
67.0,M,Married,High,2022-09-15,Feedback,Unresolved,2023-11-04,48.0,Mobile App,244.38,Furniture,2022-03,0.0,3
28.0,M,Single,High,2022-06-21,Feedback,Resolved,2023-06-23,22.0,Mobile App,303.76,Clothing,2022-06,0.0,3
52.0,F,Widowed,Low,2022-01-10,Feedback,Unresolved,2023-08-10,1.0,Online Banking,68.4,Books,2022-12,1.0,1
51.0,M,Single,High,2022-04-21,Inquiry,Resolved,2023-10-15,25.0,Online Banking,128.84,Electronics,2022-12,1.0,3
61.0,F,Divorced,Low,2022-03-14,Feedback,Resolved,2023-10-21,33.0,Online Banking,407.66,Clothing,2022-12,0.0,1
21.0,F,Married,Medium,2022-01-30,Feedback,Resolved,2023-08-08,22.0,Website,125.87,Electronics,2022-10,1.0,2
30.0,M,Single,Medium,2022-11-07,Feedback,Unresolved,2023-07-04,31.0,Mobile App,127.1,Electronics,2022-02,1.0,2
54.0,M,Divorced,High,2022-11-14,Inquiry,Resolved,2023-02-12,19.0,Online Banking,483.57,Groceries,2022-01,1.0,3
19.0,F,Single,High,2022-02-12,Complaint,Resolved,2023-08-02,48.0,Mobile App,468.59,Electronics,2022-03,0.0,3
67.0,F,Married,High,2022-08-03,Feedback,Unresolved,2023-06-18,18.0,Online Banking,124.52,Furniture,2022-04,0.0,3
18.0,F,Married,Medium,2022-11-08,Inquiry,Resolved,2023-07-23,1.0,Mobile App,397.53,Electronics,2022-05,0.0,2
57.0,F,Divorced,Low,2022-09-27,Inquiry,Unresolved,2023-01-06,19.0,Online Banking,403.16,Clothing,2022-06,0.0,1
42.0,F,Divorced,Low,2022-09-07,Feedback,Resolved,2023-12-28,14.0,Mobile App,289.24,Furniture,2022-01,1.0,1
54.0,F,Divorced,Low,2022-02-20,Feedback,Unresolved,2023-01-11,11.0,Online Banking,121.88,Clothing,2022-11,0.0,1
53.0,F,Divorced,High,2022-12-28,Inquiry,Resolved,2023-09-25,8.0,Mobile App,444.57,Furniture,2022-11,1.0,3
23.0,F,Divorced,Low,2022-11-07,Complaint,Resolved,2023-06-09,18.0,Mobile App,281.05,Groceries,2022-08,0.0,1
24.0,M,Married,High,2022-04-21,Inquiry,Unresolved,2023-07-16,9.0,Mobile App,366.4,Groceries,2022-08,0.0,3
21.0,F,Widowed,Medium,2022-01-27,Feedback,Resolved,2023-02-09,43.0,Website,74.68,Furniture,2022-05,1.0,2
52.0,M,Divorced,Low,2022-04-07,Complaint,Unresolved,2023-09-15,28.0,Website,242.17,Clothing,2022-09,0.0,1
58.0,M,Widowed,High,2022-05-28,Complaint,Unresolved,2023-08-22,11.0,Mobile App,43.61,Furniture,2022-12,0.0,3
51.0,F,Divorced,Low,2022-01-07,Complaint,Resolved,2023-10-30,49.0,Online Banking,131.3,Furniture,2022-01,0.0,1
46.0,F,Divorced,Medium,2022-02-02,Feedback,Unresolved,2023-12-07,41.0,Website,244.22,Clothing,2022-02,0.0,2
22.0,M,Divorced,Low,2022-04-03,Complaint,Unresolved,2023-02-14,30.0,Online Banking,499.56,Groceries,2022-11,0.0,1
44.0,M,Married,Low,2022-06-06,Feedback,Unresolved,2023-12-28,44.0,Online Banking,213.51,Clothing,2022-09,0.0,1
50.0,F,Widowed,Medium,2022-05-14,Complaint,Unresolved,2023-05-16,27.0,Online Banking,9.93,Furniture,2022-02,0.0,2
63.0,F,Married,High,2022-03-19,Complaint,Resolved,2023-05-18,26.0,Online Banking,267.23,Books,2022-10,0.0,3
69.0,F,Single,High,2022-01-26,Inquiry,Unresolved,2023-12-06,49.0,Mobile App,101.29,Groceries,2022-04,1.0,3
27.0,F,Divorced,High,2022-05-18,Complaint,Unresolved,2023-11-09,12.0,Online Banking,469.37,Clothing,2022-11,1.0,3
23.0,M,Divorced,Low,2022-09-18,Complaint,Unresolved,2023-10-22,38.0,Website,481.43,Furniture,2022-10,0.0,1
51.0,M,Widowed,Low,2022-11-26,Inquiry,Resolved,2023-10-29,27.0,Mobile App,365.58,Books,2022-10,0.0,1
25.0,M,Married,High,2022-08-20,Inquiry,Unresolved,2023-08-16,37.0,Mobile App,128.73,Clothing,2022-06,0.0,3
48.0,M,Married,High,2022-10-24,Complaint,Unresolved,2023-06-26,17.0,Mobile App,284.74,Furniture,2022-01,0.0,3
26.0,M,Married,Low,2022-01-06,Complaint,Resolved,2023-11-10,46.0,Mobile App,312.51,Electronics,2022-01,0.0,1
38.0,M,Divorced,High,2022-04-30,Feedback,Unresolved,2023-05-27,9.0,Online Banking,15.53,Groceries,2022-12,1.0,3
25.0,M,Widowed,High,2022-04-23,Inquiry,Resolved,2023-06-13,6.0,Online Banking,183.84,Books,2022-03,0.0,3
21.0,F,Single,Low,2022-07-10,Complaint,Unresolved,2023-09-22,13.0,Mobile App,129.28,Clothing,2022-10,0.0,1
39.0,F,Single,Medium,2022-06-01,Complaint,Resolved,2023-01-17,6.0,Online Banking,348.8,Books,2022-06,0.0,2
45.0,F,Married,Low,2022-08-28,Inquiry,Resolved,2023-09-22,38.0,Mobile App,301.71,Clothing,2022-07,0.0,1
62.0,F,Widowed,High,2022-06-05,Complaint,Resolved,2023-07-07,4.0,Mobile App,356.25,Electronics,2022-11,0.0,3
21.0,M,Married,High,2022-05-18,Complaint,Unresolved,2023-08-25,16.0,Online Banking,65.04,Books,2022-10,1.0,3
56.0,M,Married,Medium,2022-01-31,Feedback,Resolved,2023-02-21,36.0,Website,262.74,Furniture,2022-10,0.0,2
38.0,F,Married,Medium,2022-09-11,Feedback,Unresolved,2023-10-08,43.0,Website,350.44,Books,2022-01,1.0,2
25.0,M,Single,Low,2022-09-03,Feedback,Resolved,2023-02-10,14.0,Online Banking,223.78,Clothing,2022-12,0.0,1
37.0,M,Single,Medium,2022-08-09,Feedback,Unresolved,2023-01-22,29.0,Website,188.01,Furniture,2022-01,0.0,2
49.0,M,Married,High,2022-11-24,Inquiry,Unresolved,2023-11-29,24.0,Website,338.38,Books,2022-12,0.0,3
18.0,M,Widowed,High,2022-03-21,Feedback,Resolved,2023-09-02,39.0,Mobile App,213.16,Electronics,2022-07,0.0,3
23.0,F,Single,High,2022-12-12,Feedback,Resolved,2023-12-30,39.0,Online Banking,470.73,Books,2022-07,0.0,3
45.0,F,Married,High,2022-01-13,Feedback,Unresolved,2023-01-03,45.0,Mobile App,101.31,Clothing,2022-10,0.0,3
61.0,F,Single,Medium,2022-09-11,Complaint,Unresolved,2023-02-05,25.0,Website,27.17,Electronics,2022-01,0.0,2
48.0,F,Divorced,High,2022-01-21,Complaint,Unresolved,2023-11-24,46.0,Website,441.91,Furniture,2022-01,0.0,3
27.0,M,Divorced,High,2022-08-01,Feedback,Resolved,2023-09-25,46.0,Mobile App,479.5,Furniture,2022-01,0.0,3
37.0,F,Single,High,2022-01-16,Feedback,Unresolved,2023-11-09,3.0,Website,100.23,Books,2022-10,0.0,3
25.0,M,Married,Low,2022-09-19,Complaint,Unresolved,2023-02-09,42.0,Online Banking,393.41,Furniture,2022-11,0.0,1
39.0,F,Single,Low,2022-11-12,Inquiry,Unresolved,2023-12-02,27.0,Online Banking,147.57,Clothing,2022-12,0.0,1
55.0,M,Widowed,High,2022-07-20,Feedback,Unresolved,2023-10-24,12.0,Online Banking,288.3,Clothing,2022-08,0.0,3
46.0,F,Married,Medium,2022-02-07,Inquiry,Resolved,2023-08-15,43.0,Website,42.8,Books,2022-09,0.0,2
26.0,M,Married,Medium,2022-12-19,Feedback,Unresolved,2023-12-20,2.0,Mobile App,146.51,Groceries,2022-01,1.0,2
61.0,M,Married,Low,2022-08-02,Inquiry,Resolved,2023-10-22,38.0,Online Banking,476.62,Electronics,2022-03,0.0,1
64.0,M,Married,Low,2022-09-17,Feedback,Unresolved,2023-05-13,26.0,Online Banking,288.43,Electronics,2022-11,1.0,1
18.0,M,Widowed,Medium,2022-07-10,Feedback,Unresolved,2023-06-12,29.0,Mobile App,349.64,Books,2022-05,0.0,2
58.0,M,Single,Low,2022-01-01,Complaint,Resolved,2023-06-06,45.0,Online Banking,37.93,Furniture,2022-05,0.0,1
69.0,M,Single,Low,2022-09-02,Complaint,Unresolved,2023-04-22,30.0,Website,150.08,Books,2022-08,1.0,1
56.0,M,Divorced,High,2022-02-06,Complaint,Unresolved,2023-06-15,38.0,Online Banking,275.8,Electronics,2022-03,0.0,3
43.0,M,Married,Medium,2022-06-04,Complaint,Unresolved,2023-11-27,41.0,Online Banking,60.98,Clothing,2022-08,0.0,2
28.0,M,Divorced,High,2022-08-12,Inquiry,Resolved,2023-08-16,32.0,Online Banking,128.83,Clothing,2022-09,0.0,3
69.0,F,Widowed,Low,2022-09-07,Complaint,Resolved,2023-11-22,38.0,Online Banking,76.68,Books,2022-05,0.0,1
52.0,F,Single,Low,2022-09-04,Complaint,Resolved,2023-08-04,21.0,Mobile App,364.59,Books,2022-02,0.0,1
41.0,F,Single,Low,2022-08-19,Complaint,Resolved,2023-04-25,8.0,Website,234.95,Electronics,2022-08,0.0,1
50.0,F,Married,Low,2022-12-22,Complaint,Unresolved,2023-01-26,6.0,Website,157.45,Books,2022-02,0.0,1
37.0,F,Single,Medium,2022-12-04,Inquiry,Resolved,2023-01-23,4.0,Website,185.09,Books,2022-12,0.0,2
44.0,M,Widowed,Medium,2022-06-30,Feedback,Unresolved,2023-04-01,17.0,Mobile App,136.24,Electronics,2022-07,1.0,2
32.0,F,Widowed,Medium,2022-01-03,Complaint,Unresolved,2023-07-10,21.0,Mobile App,349.28,Furniture,2022-09,0.0,2
50.0,F,Married,Medium,2022-03-30,Feedback,Resolved,2023-12-21,4.0,Website,236.46,Electronics,2022-12,1.0,2
69.0,M,Divorced,High,2022-11-01,Feedback,Resolved,2023-04-25,35.0,Website,212.02,Clothing,2022-04,1.0,3
24.0,F,Married,High,2022-12-23,Feedback,Resolved,2023-04-23,30.0,Mobile App,405.37,Electronics,2022-12,0.0,3
51.0,F,Widowed,High,2022-05-13,Feedback,Unresolved,2023-05-23,27.0,Online Banking,158.16,Electronics,2022-09,1.0,3
62.0,M,Single,Low,2022-01-19,Complaint,Unresolved,2023-12-01,12.0,Website,310.94,Clothing,2022-06,0.0,1
68.0,F,Single,Medium,2022-04-21,Feedback,Resolved,2023-03-25,48.0,Mobile App,333.37,Furniture,2022-02,0.0,2
63.0,F,Single,Medium,2022-10-29,Inquiry,Resolved,2023-10-18,20.0,Online Banking,346.98,Books,2022-09,0.0,2
59.0,M,Widowed,Medium,2022-06-04,Inquiry,Unresolved,2023-02-15,40.0,Online Banking,70.57,Clothing,2022-01,0.0,2
22.0,M,Divorced,High,2022-07-11,Feedback,Resolved,2023-11-07,44.0,Online Banking,312.99,Clothing,2022-02,0.0,3
47.0,M,Married,Low,2022-10-21,Complaint,Resolved,2023-04-08,41.0,Online Banking,275.22,Groceries,2022-05,0.0,1
45.0,M,Divorced,Low,2022-08-24,Complaint,Resolved,2023-11-14,33.0,Online Banking,215.99,Groceries,2022-10,1.0,1
35.0,F,Single,Low,2022-10-30,Feedback,Unresolved,2023-04-01,10.0,Website,255.14,Electronics,2022-11,0.0,1
53.0,F,Married,High,2022-03-14,Feedback,Unresolved,2023-11-21,5.0,Mobile App,380.8,Groceries,2022-07,1.0,3
20.0,F,Widowed,Medium,2022-09-30,Feedback,Resolved,2023-04-20,11.0,Mobile App,157.43,Books,2022-06,1.0,2
38.0,M,Widowed,High,2022-08-06,Complaint,Unresolved,2023-10-14,21.0,Mobile App,353.31,Clothing,2022-11,0.0,3
63.0,F,Divorced,Medium,2022-09-14,Inquiry,Resolved,2023-04-23,20.0,Online Banking,61.45,Furniture,2022-03,0.0,2
33.0,M,Married,Low,2022-08-30,Feedback,Unresolved,2023-02-03,44.0,Mobile App,58.03,Books,2022-11,0.0,1
54.0,F,Single,Medium,2022-06-05,Feedback,Unresolved,2023-01-04,9.0,Online Banking,364.93,Books,2022-06,0.0,2
59.0,M,Divorced,Low,2022-07-21,Feedback,Unresolved,2023-06-09,30.0,Mobile App,142.75,Electronics,2022-05,0.0,1
22.0,F,Widowed,Low,2022-09-21,Complaint,Resolved,2023-04-23,48.0,Online Banking,453.15,Electronics,2022-09,0.0,1
67.0,F,Married,Low,2022-12-02,Complaint,Resolved,2023-06-07,4.0,Mobile App,54.9,Books,2022-12,0.0,1
68.0,M,Married,Medium,2022-06-18,Feedback,Unresolved,2023-10-17,9.0,Website,95.03,Groceries,2022-12,0.0,2
31.0,M,Widowed,High,2022-07-24,Complaint,Unresolved,2023-07-09,40.0,Online Banking,27.84,Furniture,2022-08,0.0,3
48.0,M,Single,Low,2022-06-18,Complaint,Unresolved,2023-12-16,3.0,Website,109.55,Furniture,2022-11,0.0,1
63.0,F,Single,Medium,2022-03-23,Feedback,Resolved,2023-11-22,38.0,Online Banking,492.28,Books,2022-10,0.0,2
41.0,F,Widowed,Low,2022-04-23,Feedback,Resolved,2023-09-11,25.0,Website,325.01,Clothing,2022-02,0.0,1
52.0,M,Widowed,Medium,2022-07-13,Inquiry,Resolved,2023-05-13,37.0,Mobile App,118.33,Groceries,2022-02,1.0,2
53.0,M,Single,High,2022-03-12,Feedback,Unresolved,2023-06-16,30.0,Mobile App,491.19,Groceries,2022-06,0.0,3
27.0,M,Divorced,Low,2022-12-18,Inquiry,Resolved,2023-05-06,31.0,Website,433.38,Electronics,2022-03,0.0,1
44.0,M,Divorced,Low,2022-06-11,Inquiry,Unresolved,2023-01-13,17.0,Mobile App,467.17,Books,2022-12,1.0,1
44.0,F,Married,Low,2022-02-05,Complaint,Resolved,2023-10-03,10.0,Website,318.36,Clothing,2022-05,0.0,1
40.0,M,Married,High,2022-07-07,Inquiry,Resolved,2023-01-16,8.0,Mobile App,49.64,Furniture,2022-08,1.0,3
30.0,M,Divorced,Medium,2022-11-19,Complaint,Unresolved,2023-01-14,2.0,Mobile App,341.2,Groceries,2022-07,0.0,2
33.0,F,Married,Low,2022-08-27,Complaint,Unresolved,2023-12-21,32.0,Website,278.53,Groceries,2022-06,0.0,1
52.0,F,Divorced,Low,2022-08-09,Feedback,Resolved,2023-12-07,11.0,Mobile App,6.3,Electronics,2022-05,0.0,1
44.0,M,Married,High,2022-09-15,Feedback,Resolved,2023-10-11,10.0,Online Banking,439.75,Clothing,2022-09,0.0,3
69.0,F,Divorced,Medium,2022-12-25,Inquiry,Unresolved,2023-12-17,41.0,Online Banking,442.76,Electronics,2022-12,0.0,2
56.0,M,Married,High,2022-07-15,Feedback,Resolved,2023-08-26,32.0,Online Banking,375.92,Groceries,2022-06,0.0,3
64.0,F,Married,High,2022-10-26,Feedback,Resolved,2023-03-25,24.0,Mobile App,119.9,Groceries,2022-09,1.0,3
34.0,F,Divorced,Low,2022-07-21,Feedback,Unresolved,2023-08-11,7.0,Online Banking,116.2,Furniture,2022-06,0.0,1
65.0,M,Single,Medium,2022-05-27,Complaint,Resolved,2023-08-14,29.0,Online Banking,401.66,Books,2022-03,1.0,2
58.0,F,Divorced,Low,2022-11-08,Feedback,Resolved,2023-01-22,2.0,Online Banking,410.34,Electronics,2022-11,1.0,1
18.0,M,Divorced,Low,2022-05-05,Inquiry,Unresolved,2023-11-20,16.0,Mobile App,318.29,Books,2022-08,1.0,1
28.0,M,Widowed,High,2022-04-15,Complaint,Unresolved,2023-04-27,31.0,Online Banking,226.06,Clothing,2022-05,1.0,3
29.0,F,Single,High,2022-04-08,Feedback,Resolved,2023-02-25,12.0,Online Banking,317.32,Clothing,2022-10,0.0,3
31.0,F,Married,Low,2022-07-26,Feedback,Unresolved,2023-08-15,32.0,Online Banking,494.01,Electronics,2022-07,0.0,1
25.0,M,Single,High,2022-09-22,Complaint,Resolved,2023-10-01,47.0,Online Banking,374.94,Electronics,2022-08,0.0,3
48.0,F,Single,High,2022-11-16,Complaint,Unresolved,2023-04-12,41.0,Online Banking,369.95,Groceries,2022-05,0.0,3
